"date","close","volume","open","high","low"
"2018/01/17","44.2600","38038570.0000","43.2100","44.3800","42.9800"
"2018/01/16","42.9200","37855820.0000","43.1400","43.8600","42.4200"
"2018/01/12","42.8100","28420540.0000","42.8200","43.3500","42.6750"
"2018/01/11","42.8200","39324830.0000","43.5200","44.0000","42.6200"
"2018/01/10","43.3100","53247160.0000","41.9500","43.3700","41.3900"
"2018/01/09","42.9700","62892520.0000","45.2700","45.5500","42.7700"
"2018/01/08","45.5500","32018270.0000","45.3100","46.0900","44.9100"
"2018/01/05","45.8000","47296750.0000","46.1300","46.6550","45.3752"
"2018/01/04","46.8800","51850950.0000","45.9900","46.9800","45.0100"
"2018/01/03","44.9800","43116930.0000","44.5000","45.0500","44.0500"
"2018/01/02","43.6700","36979320.0000","41.5400","43.7150","41.1900"
"2017/12/29","41.1200","44572950.0000","41.8200","41.8400","40.7700"
"2017/12/28","41.8100","28968250.0000","42.8300","43.0500","41.7500"
"2017/12/27","42.4800","24117980.0000","42.2200","43.0700","42.0300"
"2017/12/26","42.2500","41890220.0000","43.1900","43.2000","41.5200"
"2017/12/22","44.1200","30309900.0000","44.1800","44.9350","43.9400"
"2017/12/21","44.4200","50294200.0000","45.5500","45.5800","44.3500"
"2017/12/20","45.7500","84183430.0000","46.6500","46.8000","44.8600"
"2017/12/19","43.9800","50195800.0000","44.0900","44.3400","43.3000"
"2017/12/18","43.7100","34931250.0000","43.3700","43.7300","42.9900"
"2017/12/15","42.4000","58635980.0000","42.3000","42.5600","41.8850"
"2017/12/14","42.2400","24535570.0000","42.2900","42.7299","41.8800"
"2017/12/13","42.0500","28143190.0000","42.2200","43.1000","41.9700"
"2017/12/12","41.8600","28409640.0000","42.6900","42.8538","41.7100"
"2017/12/11","43.0100","31467480.0000","43.4200","43.7500","42.3300"
"2017/12/08","43.2100","44519410.0000","44.0400","44.5800","42.8700"
"2017/12/07","43.2000","42952110.0000","42.1800","43.2300","41.9100"
"2017/12/06","41.5800","38410950.0000","40.8200","41.7400","40.3000"
"2017/12/05","41.2100","56483070.0000","39.7700","42.0500","39.4200"
"2017/12/04","39.9000","73533680.0000","41.9500","42.2900","39.0700"
"2017/12/01","41.9900","73022770.0000","41.7300","42.5500","40.0100"
"2017/11/30","42.3900","63796350.0000","44.1600","44.5350","41.8600"
"2017/11/29","43.7400","81212030.0000","47.5000","47.6000","43.2700"
"2017/11/28","47.9300","30592360.0000","48.4500","48.8600","47.8200"
"2017/11/27","48.0500","44414740.0000","47.9600","48.3900","47.0900"
"2017/11/24","49.6800","14203320.0000","49.3200","49.8800","49.0300"
"2017/11/22","49.1400","28684100.0000","49.8500","49.8900","48.6200"
"2017/11/21","49.4000","35663070.0000","48.3600","49.6300","48.1500"
"2017/11/20","47.6400","26929150.0000","46.5100","47.8600","46.4000"
"2017/11/17","46.1600","22571470.0000","46.5400","46.5500","45.7300"
"2017/11/16","46.1800","24106370.0000","45.7300","46.2900","45.2900"
"2017/11/15","45.3600","22400350.0000","45.1850","45.7401","44.6201"
"2017/11/14","45.8000","29838580.0000","45.5800","46.0000","44.8001"
"2017/11/13","45.6000","30440360.0000","44.5000","45.8700","44.1900"
"2017/11/10","44.7800","33812860.0000","43.7600","44.8450","43.7100"
"2017/11/09","43.5000","32404090.0000","43.6900","43.6900","42.5800"
"2017/11/08","44.0900","19468630.0000","43.8500","44.1400","43.4500"
"2017/11/07","43.9500","32403310.0000","43.5800","44.2400","43.3300"
"2017/11/06","43.2500","28801980.0000","43.8500","44.0100","42.4500"
"2017/11/03","43.7100","27614520.0000","44.7700","45.0000","43.3500"
"2017/11/02","44.3400","25750860.0000","44.0800","44.7500","43.7200"
"2017/11/01","44.3800","38788300.0000","44.7900","45.3300","43.7800"
"2017/10/31","44.3100","61817710.0000","42.2500","44.5700","42.2000"
"2017/10/30","41.6500","29060080.0000","40.7300","41.8600","40.6800"
"2017/10/27","40.8500","31063690.0000","40.5900","40.9400","40.0400"
"2017/10/26","40.6000","27318930.0000","41.1700","41.1800","40.3100"
"2017/10/25","41.0600","31030700.0000","41.3100","41.5900","40.3100"
"2017/10/24","41.6000","26125120.0000","41.7400","42.0100","41.4300"
"2017/10/23","41.5600","26808960.0000","41.8500","42.1866","41.4000"
"2017/10/20","41.5000","36233670.0000","42.0000","42.1700","41.4400"
"2017/10/19","41.3100","47230900.0000","41.1800","41.5000","39.8000"
"2017/10/18","41.6500","43495770.0000","41.0400","41.9500","40.8100"
"2017/10/17","40.3900","40656680.0000","41.1400","41.4000","40.2500"
"2017/10/16","41.4900","33600130.0000","40.8800","41.5700","40.5148"
"2017/10/13","40.4000","35349710.0000","40.7800","41.1700","40.3200"
"2017/10/12","40.5800","66727420.0000","41.2100","41.7500","40.2900"
"2017/10/11","41.6100","52596240.0000","40.8400","42.0700","40.8000"
"2017/10/10","41.9800","47321010.0000","41.4500","42.0000","40.4550"
"2017/10/09","40.9600","27228150.0000","39.7200","40.9900","39.6200"
"2017/10/06","39.6700","25134710.0000","39.0000","39.6700","38.8100"
"2017/10/05","39.3700","22466420.0000","39.8000","39.8600","39.2500"
"2017/10/04","39.5600","37866290.0000","40.1400","40.4300","38.9100"
"2017/10/03","40.3700","27273940.0000","39.9300","40.5400","39.8500"
"2017/10/02","40.0100","53485310.0000","39.6000","40.3700","39.3600"
"2017/09/29","39.3300","48652860.0000","37.9800","39.3600","37.8100"
"2017/09/28","37.9600","52399070.0000","37.1500","38.4600","36.8200"
"2017/09/27","37.0900","84293080.0000","36.2600","37.1500","35.9200"
"2017/09/26","34.1800","53408770.0000","35.2300","35.3700","34.0900"
"2017/09/25","34.8700","35576130.0000","36.0400","36.1500","34.5400"
"2017/09/22","36.0700","21507550.0000","35.6000","36.2200","35.6000"
"2017/09/21","35.9100","22425010.0000","35.9300","36.2500","35.4000"
"2017/09/20","35.9700","42118360.0000","36.0300","36.6000","35.3400"
"2017/09/19","35.9500","26070860.0000","35.5000","36.1000","35.5000"
"2017/09/18","35.4300","41248590.0000","35.1300","35.8000","35.0200"
"2017/09/15","34.6500","37211200.0000","34.6400","35.0000","34.3800"
"2017/09/14","34.5800","22851570.0000","34.4300","34.8500","34.3000"
"2017/09/13","34.5900","41556010.0000","34.5600","34.8000","34.0200"
"2017/09/12","34.2900","38355560.0000","33.6900","34.5400","33.5600"
"2017/09/11","33.4400","30926720.0000","32.9000","33.4400","32.8100"
"2017/09/08","32.4500","19646210.0000","32.8000","33.0200","32.3100"
"2017/09/07","32.7900","25268070.0000","32.4700","32.9000","32.4466"
"2017/09/06","32.2500","29197680.0000","32.0700","32.7000","32.0600"
"2017/09/05","32.0700","28941410.0000","32.4500","32.7400","31.6500"
"2017/09/01","32.6000","26025210.0000","32.1300","32.8800","32.1300"
"2017/08/31","31.9700","25633580.0000","31.6100","32.0200","31.4800"
"2017/08/30","31.6100","17409720.0000","31.6500","31.6800","31.3800"
"2017/08/29","31.4800","23054780.0000","30.7500","31.5300","30.7000"
"2017/08/28","31.0800","22399490.0000","30.4300","31.2100","30.4200"
"2017/08/25","30.2900","13919850.0000","30.3000","30.3900","30.0500"
"2017/08/24","30.2200","18053210.0000","30.5500","30.6295","30.1100"
"2017/08/23","30.4500","21152050.0000","29.9700","30.7400","29.8700"
"2017/08/22","30.4500","18811360.0000","29.8500","30.5400","29.7700"
"2017/08/21","29.5600","26215290.0000","30.5300","30.6000","29.2800"
"2017/08/18","30.3800","31148780.0000","29.9600","30.6000","29.7600"
"2017/08/17","29.6200","26150320.0000","30.3200","30.5299","29.6100"
"2017/08/16","30.6900","37797460.0000","30.0200","30.8600","29.9608"
"2017/08/15","29.6800","23946050.0000","29.5000","29.8050","29.1400"
"2017/08/14","29.2400","25218840.0000","28.8200","29.3600","28.7200"
"2017/08/11","28.0100","23296320.0000","27.4400","28.0400","26.8500"
"2017/08/10","27.4900","25955360.0000","28.3000","28.3800","27.4300"
"2017/08/09","28.5800","14149690.0000","28.5100","28.8900","28.3600"
"2017/08/08","28.8400","21815790.0000","28.6100","29.3400","28.6100"
"2017/08/07","28.5900","16528710.0000","27.9300","28.6050","27.8000"
"2017/08/04","27.9200","23934830.0000","27.8600","28.3000","27.2700"
"2017/08/03","27.8300","30252000.0000","28.3900","28.4000","27.6100"
"2017/08/02","28.6300","27195800.0000","28.9600","29.4300","28.2200"
"2017/08/01","28.3400","28128620.0000","28.2200","28.9350","27.8300"
"2017/07/31","28.1200","41028660.0000","29.4300","29.5500","27.8700"
"2017/07/28","29.2800","31138800.0000","29.9600","29.9800","28.9600"
"2017/07/27","30.2400","38834790.0000","30.2700","31.3000","29.6650"
"2017/07/26","29.8100","26016420.0000","29.8500","30.0500","29.6800"
"2017/07/25","29.9000","51095370.0000","30.8000","30.8300","29.6500"
"2017/07/24","31.6700","17392610.0000","32.0000","32.0100","31.5000"
"2017/07/21","32.0100","21122420.0000","31.9000","32.1000","31.6200"
"2017/07/20","32.0000","23007780.0000","31.9300","32.0200","31.4200"
"2017/07/19","31.8200","19959460.0000","32.0500","32.3500","31.6500"
"2017/07/18","31.9000","14013060.0000","31.6400","31.9100","31.4000"
"2017/07/17","31.7200","22266360.0000","31.6700","31.8600","31.4400"
"2017/07/14","31.7900","28859740.0000","31.3500","31.9500","31.2600"
"2017/07/13","31.1300","23756510.0000","31.5500","31.8500","30.8400"
"2017/07/12","31.4500","22230790.0000","31.7700","31.7800","31.1550"
"2017/07/11","31.3700","28502290.0000","30.5500","31.3900","30.5100"
"2017/07/10","30.5000","24894250.0000","30.1600","30.5900","29.7500"
"2017/07/07","30.2000","21875850.0000","30.2200","30.5000","29.9800"
"2017/07/06","30.1000","27116040.0000","29.9400","30.4800","29.9200"
"2017/07/05","30.5100","40398330.0000","29.5500","30.5600","29.5500"
"2017/07/03","29.1400","36830400.0000","30.0900","30.2800","28.5600"
"2017/06/30","29.8600","73212080.0000","32.1200","32.1500","29.7089"
"2017/06/29","31.4700","53316140.0000","32.2900","32.3900","30.6400"
"2017/06/28","32.2400","28313710.0000","32.0700","32.2800","31.4400"
"2017/06/27","31.6600","33152780.0000","32.5100","32.6650","31.6100"
"2017/06/26","32.5000","34717200.0000","32.4500","32.9600","31.9500"
"2017/06/23","31.7300","45288650.0000","31.8900","32.0800","31.6400"
"2017/06/22","31.8900","23031510.0000","32.0400","32.4000","31.7600"
"2017/06/21","32.0100","30533310.0000","31.1800","32.1500","31.0600"
"2017/06/20","30.8300","25732710.0000","31.4000","31.5750","30.7300"
"2017/06/19","31.2000","24828060.0000","30.5100","31.2500","30.3300"
"2017/06/16","29.8600","42847990.0000","30.6300","31.0000","29.8200"
"2017/06/15","30.5600","33624240.0000","30.4700","30.9700","30.0800"
"2017/06/14","31.0600","28849470.0000","31.7800","31.7900","30.8500"
"2017/06/13","31.5400","33745630.0000","31.7500","32.2400","30.7700"
"2017/06/12","31.2000","46431510.0000","30.0600","31.6850","29.2100"
"2017/06/09","30.6000","53027290.0000","32.6700","32.9300","29.5500"
"2017/06/08","32.4500","29101640.0000","32.8400","32.8600","31.8800"
"2017/06/07","32.5000","32603890.0000","31.7000","32.5500","31.7000"
"2017/06/06","31.5700","33094410.0000","31.0400","31.7700","30.8700"
"2017/06/05","31.2100","24297700.0000","31.3000","31.7550","31.0700"
"2017/06/02","31.2100","20184800.0000","30.8000","31.3800","30.5300"
"2017/06/01","30.7600","20505640.0000","30.7500","30.8300","30.2800"
"2017/05/31","30.7700","26407210.0000","31.0100","31.1000","30.3200"
"2017/05/30","30.7000","34653360.0000","29.9400","30.8700","29.8800"
"2017/05/26","29.7600","17761210.0000","29.2700","29.7700","28.8750"
"2017/05/25","29.4300","20680690.0000","29.2000","29.6600","29.1900"
"2017/05/24","28.9900","22286190.0000","28.4700","29.1200","28.4400"
"2017/05/23","28.2900","21798260.0000","28.0800","28.3100","27.5600"
"2017/05/22","28.0600","17947560.0000","28.2000","28.2500","27.6450"
"2017/05/19","27.8200","19129060.0000","27.7800","28.1600","27.7300"
"2017/05/18","27.4800","26787080.0000","27.1500","27.8900","27.0850"
"2017/05/17","27.0000","37970020.0000","28.3400","28.5100","26.9600"
"2017/05/16","29.0200","14896080.0000","28.9200","29.0800","28.5700"
"2017/05/15","28.8300","21850810.0000","29.0800","29.1900","28.7300"
"2017/05/12","28.9300","15891810.0000","29.1000","29.1200","28.6800"
"2017/05/11","29.0300","22425750.0000","29.1700","29.3100","28.6900"
"2017/05/10","29.3200","29217460.0000","28.9200","29.4150","28.8000"
"2017/05/09","28.8100","31023830.0000","28.1100","28.9000","28.0600"
"2017/05/08","28.0600","32279730.0000","27.5600","28.0700","27.2800"
"2017/05/05","28.2000","15615520.0000","27.8000","28.2200","27.6200"
"2017/05/04","27.7900","15541590.0000","27.9400","28.1650","27.7200"
"2017/05/03","28.0000","15055090.0000","27.5500","28.1000","27.5500"
"2017/05/02","27.7700","25268790.0000","28.2800","28.2800","27.4500"
"2017/05/01","28.2900","23871840.0000","27.8500","28.3800","27.7200"
"2017/04/28","27.6700","28083720.0000","28.0200","28.2000","27.5100"
"2017/04/27","27.6300","24258120.0000","27.1700","27.6500","27.0950"
"2017/04/26","26.7900","24603100.0000","26.5800","27.0700","26.3938"
"2017/04/25","26.9900","22761620.0000","26.7100","27.0200","26.3650"
"2017/04/24","26.5700","43987550.0000","27.7400","27.7600","26.5200"
"2017/04/21","27.3200","28321640.0000","28.0000","28.0300","27.1600"
"2017/04/20","27.9600","23557230.0000","27.5000","28.0800","27.5000"
"2017/04/19","27.2600","21160390.0000","27.4500","27.5500","27.0500"
"2017/04/18","27.1400","14396560.0000","27.0000","27.3400","26.9000"
"2017/04/17","27.1300","14086520.0000","26.9100","27.2200","26.8300"
"2017/04/13","26.7400","26066150.0000","26.5500","27.2300","26.3601"
"2017/04/12","26.6900","24587010.0000","27.4200","27.4300","26.6550"
"2017/04/11","27.1800","38599990.0000","27.5000","27.5400","26.6808"
"2017/04/10","27.6400","27368390.0000","28.4500","28.4900","27.5800"
"2017/04/07","28.5200","20297080.0000","28.4500","28.8550","28.3500"
"2017/04/06","28.6200","19388740.0000","28.2500","28.7800","28.0200"
