"date","close","volume","open","high","low"
"2017/12/01","197.6800","20251350.0000","199.3100","200.1300","192.4700"
"2017/11/30","200.7100","20567660.0000","199.2000","202.6800","196.6500"
"2017/11/29","196.4200","34867570.0000","210.0100","210.1226","191.2300"
"2017/11/28","210.7100","12795290.0000","214.3500","214.7300","208.2400"
"2017/11/27","214.1400","10557730.0000","217.3100","217.3600","214.0100"
"2017/11/24","216.9600","4518800.0000","215.5900","217.0000","214.6000"
"2017/11/22","214.9300","8909461.0000","217.0000","217.0000","213.6100"
"2017/11/21","216.0500","9955331.0000","215.6900","216.5200","214.4000"
"2017/11/20","214.0800","9872219.0000","211.9900","214.5700","210.5000"
"2017/11/17","211.3600","12863510.0000","213.9200","215.3500","210.7500"
"2017/11/16","211.6100","10985320.0000","212.9800","214.2000","211.2500"
"2017/11/15","209.9800","12513030.0000","211.9500","212.0000","207.8000"
"2017/11/14","214.1800","13197460.0000","213.0000","214.8000","211.2300"
"2017/11/13","212.6300","14527110.0000","216.1400","217.1700","212.0100"
"2017/11/10","216.1400","31295620.0000","213.0800","218.6700","211.6300"
"2017/11/09","205.3200","23767030.0000","205.2700","206.3300","200.3700"
"2017/11/08","209.1600","13032190.0000","211.8500","212.0000","207.2401"
"2017/11/07","212.0300","10668710.0000","210.5500","212.9000","210.0556"
"2017/11/06","209.6300","9729891.0000","207.2000","209.9800","206.7000"
"2017/11/03","208.6900","8811607.0000","207.2000","208.6900","205.3410"
"2017/11/02","205.9400","8532476.0000","206.0000","207.8100","203.6500"
"2017/11/01","207.2000","12465010.0000","209.3500","209.9700","204.6000"
"2017/10/31","206.8100","10257660.0000","205.1300","207.8900","204.9000"
"2017/10/30","203.8400","12582410.0000","201.8600","206.0899","201.2200"
"2017/10/27","201.8600","14283730.0000","197.8000","201.8700","196.7500"
"2017/10/26","195.6900","8012093.0000","194.7800","196.1600","193.8100"
"2017/10/25","193.6600","20678470.0000","197.0800","199.2200","191.1700"
"2017/10/24","198.6800","10094750.0000","196.9900","198.7500","195.9400"
"2017/10/23","196.6200","10690870.0000","197.7800","198.8500","195.8000"
"2017/10/20","196.9000","11255010.0000","198.4900","199.5900","196.5400"
"2017/10/19","197.8000","14176590.0000","194.4400","198.0000","192.4501"
"2017/10/18","197.5800","14158160.0000","198.1100","198.1400","193.3200"
"2017/10/17","197.7500","11629330.0000","197.0900","198.9000","196.3500"
"2017/10/16","197.9300","14352480.0000","195.8000","198.0480","193.2400"
"2017/10/13","194.5900","15683350.0000","193.5500","195.0000","191.6500"
"2017/10/12","191.0300","13124490.0000","191.0800","193.0900","189.9301"
"2017/10/11","190.9400","13207550.0000","189.6000","191.0000","187.7400"
"2017/10/10","188.9300","24317840.0000","191.4300","192.9500","187.2600"
"2017/10/09","185.3900","14024560.0000","182.7900","186.7300","182.0300"
"2017/10/06","181.3000","7950731.0000","179.6500","181.8400","179.0000"
"2017/10/05","180.7700","10910830.0000","181.8600","182.0000","179.5600"
"2017/10/04","180.8700","10680750.0000","179.6200","181.7700","178.1400"
"2017/10/03","179.3700","9731701.0000","179.2500","180.5800","177.5800"
"2017/10/02","179.0000","12567010.0000","180.8000","181.9800","177.0000"
"2017/09/29","178.7700","15447160.0000","179.0800","179.7300","177.2500"
"2017/09/28","175.6800","10862440.0000","176.0200","176.1800","173.7600"
"2017/09/27","175.7300","17756190.0000","175.6200","176.2700","172.7500"
"2017/09/26","171.9600","27800980.0000","176.4500","178.6800","170.3500"
"2017/09/25","171.0000","21820010.0000","177.7500","177.8000","170.1600"
"2017/09/22","179.0000","12260000.0000","180.3000","182.3100","178.6000"
"2017/09/21","180.7600","26862990.0000","181.6400","182.7000","177.6100"
"2017/09/20","185.8400","17255630.0000","187.5000","189.4200","184.2100"
"2017/09/19","187.3500","21789550.0000","185.5100","189.8500","184.6150"
"2017/09/18","187.5500","41889190.0000","185.1400","191.2000","184.8600"
"2017/09/15","180.1100","33954050.0000","172.8600","180.1100","172.6500"
"2017/09/14","169.4000","12790330.0000","168.7900","172.5600","167.8000"
"2017/09/13","170.3700","14503790.0000","168.5900","171.5400","167.2800"
"2017/09/12","169.6100","10263540.0000","170.0000","170.0000","166.9700"
"2017/09/11","169.0000","14162410.0000","165.5400","169.4325","165.3200"
"2017/09/08","163.6900","12415100.0000","166.1100","166.7100","162.7100"
"2017/09/07","166.5800","8811187.0000","166.4900","167.8900","164.9500"
"2017/09/06","165.8100","9896134.0000","167.2400","167.8000","164.4000"
"2017/09/05","165.9100","17393030.0000","168.3800","168.5843","163.5625"
"2017/09/01","170.4600","11129330.0000","169.9500","171.9000","169.6000"
"2017/08/31","169.4400","15296280.0000","166.5000","169.6000","166.2000"
"2017/08/30","165.6800","9566539.0000","165.5000","166.1300","164.2700"
"2017/08/29","164.7000","8074260.0000","162.5900","165.5800","162.2610"
"2017/08/28","164.9700","9632132.0000","164.5800","165.1000","162.3300"
"2017/08/25","163.8100","8909839.0000","166.1700","166.5800","163.5500"
"2017/08/24","165.1900","11721550.0000","167.1000","167.2800","164.1200"
"2017/08/23","165.8000","14461390.0000","161.2000","166.2500","160.8500"
"2017/08/22","162.5500","11230960.0000","160.4900","162.7900","159.7100"
"2017/08/21","159.1500","15562680.0000","162.4900","162.9500","157.3700"
"2017/08/18","161.5000","15005450.0000","163.6700","164.3600","159.6400"
"2017/08/17","161.4700","13040050.0000","164.8100","165.5000","161.3800"
"2017/08/16","165.1500","14877350.0000","167.5900","168.5400","163.8400"
"2017/08/15","166.9800","19078830.0000","168.6100","169.6700","165.5900"
"2017/08/14","168.4000","31882960.0000","159.6700","168.5500","159.2000"
"2017/08/11","155.9600","37380870.0000","157.1400","159.0000","152.9100"
"2017/08/10","164.7400","31552260.0000","172.1600","172.6600","164.3300"
"2017/08/09","172.1100","13182060.0000","168.4300","172.2100","167.6700"
"2017/08/08","170.3000","18793550.0000","173.8900","174.5600","168.7100"
"2017/08/07","172.3500","17856530.0000","168.3900","172.3700","168.0000"
"2017/08/04","167.2100","14705460.0000","167.4000","170.0700","166.4800"
"2017/08/03","166.4800","10994270.0000","164.3700","166.6300","163.6800"
"2017/08/02","164.3900","11640910.0000","165.7500","165.9100","161.2700"
"2017/08/01","164.4900","10727960.0000","162.1250","164.5600","161.0000"
"2017/07/31","162.5100","13951690.0000","164.9400","166.4000","160.6200"
"2017/07/28","164.3900","12820470.0000","160.2900","165.3800","159.2800"
"2017/07/27","161.7400","19071720.0000","168.2700","168.7400","157.5600"
"2017/07/26","167.2600","15892920.0000","167.6800","169.9270","165.8500"
"2017/07/25","165.3500","12329290.0000","165.2200","165.9300","163.5810"
"2017/07/24","166.1500","16207590.0000","168.3900","168.7800","165.7200"
"2017/07/21","168.1000","15955320.0000","166.6700","169.3000","166.0900"
"2017/07/20","167.5000","17404150.0000","165.9300","167.5100","163.9121"
"2017/07/19","165.1000","17110540.0000","166.3300","167.4000","164.6100"
"2017/07/18","165.9600","19386870.0000","161.7800","166.5500","161.3000"
"2017/07/17","164.2500","23138510.0000","166.3300","167.5000","161.7500"
"2017/07/14","164.9500","23507460.0000","161.2900","165.0100","161.0100"
"2017/07/13","160.6300","34184510.0000","163.0000","166.3000","158.7500"
"2017/07/12","162.5100","28481300.0000","158.3000","163.0000","156.5600"
"2017/07/11","155.8800","18916660.0000","153.8500","156.1900","152.1500"
"2017/07/10","153.7000","23880090.0000","149.7400","154.0000","148.6842"
"2017/07/07","146.7600","16279330.0000","145.7800","147.5000","144.8500"
"2017/07/06","143.4800","18621640.0000","141.8700","145.3799","139.7600"
"2017/07/05","143.0500","20474440.0000","141.9000","144.2200","141.1300"
"2017/07/03","139.3300","17726820.0000","145.0500","145.6537","138.5800"
"2017/06/30","144.5600","18234420.0000","147.3800","147.9300","143.5000"
"2017/06/29","146.6800","26519760.0000","150.6000","150.7200","144.0800"
"2017/06/28","151.7500","24828980.0000","149.3200","151.9400","145.7500"
"2017/06/27","146.5800","24948080.0000","151.4400","151.7900","146.3500"
"2017/06/26","152.1500","26577210.0000","155.1600","156.6000","148.3300"
"2017/06/23","153.8300","27171310.0000","158.6800","159.3200","153.2200"
"2017/06/22","158.3700","11708810.0000","159.8000","160.3400","157.4000"
"2017/06/21","159.4700","17004300.0000","158.2100","159.6200","155.7000"
"2017/06/20","157.0900","27348820.0000","159.0300","161.7400","156.9200"
"2017/06/19","157.3200","19333250.0000","153.4100","157.5300","153.2600"
"2017/06/16","151.6200","23019850.0000","152.7600","154.7000","150.2400"
"2017/06/15","152.3700","23993820.0000","146.9600","153.6000","146.5000"
"2017/06/14","151.7200","29514910.0000","151.5200","154.0600","148.5000"
"2017/06/13","151.4000","41739130.0000","154.4000","154.7700","145.6500"
"2017/06/12","149.9700","42268800.0000","145.8800","151.7000","142.1100"
"2017/06/09","149.6000","92203290.0000","164.7400","168.5000","142.7500"
"2017/06/08","159.9400","28761130.0000","153.4600","160.0000","151.7900"
"2017/06/07","149.1200","15165090.0000","148.3300","149.8800","147.7000"
"2017/06/06","147.3400","18932650.0000","147.8200","149.6900","146.8000"
"2017/06/05","148.0100","20399520.0000","142.9800","148.5300","142.5100"
"2017/06/02","143.6400","12173870.0000","144.2400","145.3000","143.4000"
"2017/06/01","144.3600","12509070.0000","144.9900","145.0300","142.5200"
"2017/05/31","144.3500","22094180.0000","146.6900","147.0000","142.0500"
"2017/05/30","144.8700","24689640.0000","143.7000","146.2911","143.0500"
"2017/05/26","141.8400","19449620.0000","137.9300","145.2800","137.1100"
"2017/05/25","138.2600","15184120.0000","140.0000","140.0300","136.4400"
"2017/05/24","138.5700","20415470.0000","140.9600","141.0700","138.0800"
"2017/05/23","137.0300","17013190.0000","139.7000","139.7900","135.7100"
"2017/05/22","138.9000","20883530.0000","137.7700","139.4800","137.3300"
"2017/05/19","136.0000","25292670.0000","137.0250","138.2200","135.2200"
"2017/05/18","133.0700","28831610.0000","129.5000","133.4300","127.0500"
"2017/05/17","127.7200","31705980.0000","134.1000","134.8600","127.5500"
"2017/05/16","136.8100","27972220.0000","136.3800","137.4400","133.3635"
"2017/05/15","134.3100","27089540.0000","129.5600","134.4100","129.3800"
"2017/05/12","127.8900","24042750.0000","126.6300","129.6000","125.7800"
"2017/05/11","126.5000","48380250.0000","120.0500","130.4300","119.9100"
"2017/05/10","121.2900","53131470.0000","114.2900","121.8200","114.0200"
"2017/05/09","102.9400","18674700.0000","103.0000","104.9300","102.6600"
"2017/05/08","102.7700","9112749.0000","104.3400","104.4000","102.3100"
"2017/05/05","103.8600","5695509.0000","103.3800","104.1500","102.7500"
"2017/05/04","103.8500","5239247.0000","104.5000","104.9500","103.5300"
"2017/05/03","104.2500","8401113.0000","103.2000","104.6400","102.6000"
"2017/05/02","103.4800","15614100.0000","105.5500","105.5955","102.5600"
"2017/05/01","106.6400","7670010.0000","104.7400","106.8500","104.4500"
"2017/04/28","104.3000","8685805.0000","105.3600","105.6400","104.0700"
"2017/04/27","105.6400","7984296.0000","104.3200","105.9800","103.5900"
"2017/04/26","104.0200","8164377.0000","105.2900","105.3900","103.9400"
"2017/04/25","104.7400","9702363.0000","103.5400","105.3300","102.6700"
"2017/04/24","102.9500","9286851.0000","102.9600","103.4800","102.1100"
"2017/04/21","101.6800","8539455.0000","100.8400","101.7900","100.3600"
"2017/04/20","101.2600","10093720.0000","100.2700","101.4464","99.4100"
"2017/04/19","99.6800","9515806.0000","100.0000","100.9800","99.4100"
"2017/04/18","99.2900","9240700.0000","98.6500","99.5400","97.6000"
"2017/04/17","99.2300","12414430.0000","96.0100","99.2400","95.8000"
"2017/04/13","95.4900","12655650.0000","96.3300","97.2100","95.4900"
"2017/04/12","97.3100","10340860.0000","98.1200","98.7000","97.1000"
"2017/04/11","98.1200","15432390.0000","96.5500","98.8999","96.3500"
"2017/04/10","97.7700","18878910.0000","100.3600","100.6300","97.6000"
